,renda mensal per capita,freezer,V2103,V2105,V2107,V2109,deixou de ter alimentos saudaveis,nao comeu suficiente,diminiui quantidade de alimento,deixou de fazer refeicao,sentiu fome,menos de uma refeicao/dia
122028,2.0,Não,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim
122038,3.0,Não,Sim,Sim,Sim,Sim,Não,Não,Não,Não,Não,Não
122085,3.0,Não,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Não
122111,2.0,Não,Sim,Sim,Sim,Sim,Não,Não,Não,Não,Não,Não
122118,2.0,Não,Não,Sim,Sim,Sim,Não,Não,Não,Não,Não,Não
122120,2.0,Sim,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Não
122135,0.0,Não,Sim,Sim,Sim,Sim,Não,Não,Não,Não,Não,Não
122142,2.0,Sim,Sim,Sim,Sim,Sim,Não,Não,Não,Não,Não,Não
122145,2.0,Não,Não,Sim,Sim,Sim,Sim,Não,Não,Não,Não,Não
122170,2.0,Sim,Sim,Sim,Sim,Sim,Não,Não,Não,Não,Não,Não
122192,2.0,Sim,Não,Sim,Sim,Não,Não,Não,Não,Não,Não,Não
122203,3.0,Não,Não,Não,Sim,Sim,Não,Não,Não,Não,Não,Não
122231,1.0,Não,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Não
122234,3.0,Não,Sim,Sim,Não,Não,Não,Não,Não,Não,Não,Não
122235,3.0,Não,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Não
122238,2.0,Sim,Sim,Não,Sim,Sim,Não,Não,Não,Não,Não,Não
122246,4.0,Não,Não,Não,Sim,Não,Não,Não,Não,Não,Não,Não
122252,4.0,Não,Não,Não,Não,Sim,Não,Não,Não,Não,Não,Não
122262,4.0,Sim,Sim,Não,Sim,Sim,Não,Não,Não,Não,Não,Não
122340,1.0,Não,Sim,Não,Sim,Sim,Sim,Não,Não,Não,Não,Não
122342,2.0,Não,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim
122433,4.0,Sim,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Não
122452,3.0,Sim,Sim,Sim,Sim,Não,Não,Não,Não,Não,Não,Não
122454,7.0,Sim,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Não
122496,3.0,Não,Sim,Não,Sim,Sim,Não,Não,Não,Não,Não,Não
122530,4.0,Sim,Sim,Não,Sim,Sim,Não,Não,Não,Não,Não,Não
122560,4.0,Não,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Não
122575,2.0,Não,Sim,Sim,Sim,Não,Não,Não,Não,Não,Não,Não
122576,2.0,Sim,Sim,Sim,Sim,Sim,Não,Não,Não,Não,Não,Não
122579,4.0,Não,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Não
122582,3.0,Não,Sim,Não,Sim,Não,Não,Não,Não,Não,Não,Não
122585,99.0,Sim,Sim,Não,Não,Sim,Não,Não,Não,Não,Não,Não
122631,3.0,Não,Sim,Sim,Sim,Sim,Não,Não,Não,Não,Não,Não
122632,2.0,Não,Sim,Sim,Sim,Sim,Sim,Não,Não,Não,Não,Não
122641,4.0,Não,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Não
122652,3.0,Não,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Não
122683,3.0,Não,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim
122694,3.0,Não,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim
122732,4.0,Sim,Sim,Sim,Não,Sim,Não,Não,Não,Não,Não,Não
122742,6.0,Sim,Sim,Sim,Sim,Não,Não,Não,Não,Não,Não,Não
122750,4.0,Sim,Sim,Sim,Sim,Sim,Sim,Não,Sim,Sim,Não,Não
122752,2.0,Sim,Não,Sim,Sim,Não,Não,Não,Não,Não,Não,Não
122754,2.0,Sim,Não,Não,Sim,Não,Não,Não,Não,Não,Não,Não
122759,2.0,Não,Sim,Não,Não,Sim,Sim,Não,Sim,Sim,Não,Não
122763,2.0,Sim,Não,Sim,Sim,Sim,Não,Sim,Sim,Não,Sim,Não
122773,2.0,Sim,Não,Não,Não,Sim,Não,Não,Não,Não,Não,Não
122778,2.0,Sim,Sim,Sim,Sim,Sim,Não,Não,Sim,Não,Não,Não
122813,3.0,Não,Não,Não,Sim,Sim,Sim,Não,Sim,Não,Não,Não
122816,2.0,Não,Sim,Sim,Sim,Sim,Sim,Sim,Não,Não,Sim,Não
122817,3.0,Não,Não,Sim,Não,Sim,Não,Não,Não,Não,Não,Não
122826,2.0,Sim,Sim,Sim,Sim,Não,Não,Não,Não,Não,Não,Não
122827,2.0,Não,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim
122833,3.0,Não,Sim,Sim,Sim,Sim,Sim,Não,Não,Não,Não,Não
122834,2.0,Não,Sim,Sim,Sim,Sim,Sim,Sim,Não,Não,Sim,Não
122844,3.0,Não,Sim,Não,Sim,Não,Não,Não,Não,Não,Não,Não
122895,3.0,Não,Sim,Sim,Não,Não,Não,Não,Não,Não,Não,Não
122901,2.0,Não,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Não
122917,2.0,Não,Sim,Não,Não,Sim,Não,Não,Não,Não,Não,Não
122919,1.0,Não,Sim,Sim,Não,Não,Não,Não,Não,Não,Não,Não
122929,4.0,Não,Não,Não,Não,Sim,Não,Não,Não,Não,Não,Não
122930,2.0,Não,Sim,Não,Sim,Sim,Sim,Não,Sim,Não,Não,Não
122931,3.0,Não,Não,Sim,Não,Sim,Não,Não,Não,Não,Não,Não
122956,3.0,Não,Sim,Não,Sim,Sim,Não,Não,Não,Não,Não,Não
122979,4.0,Sim,Não,Não,Sim,Não,Não,Não,Não,Não,Não,Não
122986,99.0,Sim,Sim,Sim,Sim,Sim,Não,Não,Não,Não,Não,Não
123019,4.0,Não,Sim,Sim,Sim,Sim,Não,Não,Sim,Não,Não,Não
123062,1.0,Não,Não,Não,Não,Sim,Não,Sim,Não,Não,Não,Não
123065,3.0,Não,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Não,Não,Não
123068,0.0,Não,Sim,Não,Sim,Sim,Sim,Não,Não,Não,Não,Não
123072,2.0,Não,Não,Sim,Não,Não,Não,Não,Não,Não,Não,Não
123078,1.0,Não,Sim,Sim,Sim,Sim,Sim,Não,Sim,Sim,Sim,Sim
123082,3.0,Não,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Não
123090,2.0,Não,Sim,Não,Sim,Sim,Não,Não,Não,Não,Não,Não
123094,1.0,Sim,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Não
123095,2.0,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Não,Sim,Sim,Sim
123123,0.0,Não,Sim,Sim,Não,Não,Não,Não,Não,Não,Não,Não
123200,4.0,Não,Sim,Não,Sim,Sim,Não,Não,Não,Não,Não,Não
123203,2.0,Não,Não,Não,Sim,Sim,Não,Não,Não,Não,Não,Não
123230,3.0,Não,Não,Sim,Sim,Não,Não,Não,Não,Não,Não,Não
123283,3.0,Não,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Não
123335,3.0,Sim,Sim,Não,Sim,Sim,Não,Sim,Não,Não,Não,Não
123386,3.0,Não,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Não
123396,0.0,Não,Sim,Sim,Sim,Não,Não,Não,Não,Não,Não,Não
123423,2.0,Não,Sim,Sim,Sim,Sim,Não,Não,Não,Não,Não,Não
123426,3.0,Não,Sim,Sim,Sim,Não,Não,Não,Não,Não,Não,Não
123430,4.0,Não,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Não
123483,2.0,Sim,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Não
123522,2.0,Sim,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Não
123524,2.0,Não,Sim,Sim,Não,Não,Não,Não,Não,Não,Não,Não
123525,2.0,Sim,Sim,Sim,Sim,Sim,Sim,Não,Sim,Sim,Não,Não
123528,4.0,Sim,Sim,Sim,Sim,Sim,Não,Não,Sim,Não,Não,Não
123534,4.0,Sim,Não,Sim,Sim,Sim,Não,Não,Não,Não,Não,Não
123545,2.0,Sim,Sim,Não,Sim,Sim,Não,Não,Não,Não,Não,Não
123571,4.0,Sim,Sim,Sim,Sim,Não,Não,Não,Não,Não,Não,Não
123612,3.0,Sim,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Não
123613,2.0,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim
123614,3.0,Sim,Sim,Não,Sim,Sim,Sim,Não,Não,Não,Não,Não
123616,2.0,Sim,Não,Sim,Sim,Sim,Não,Não,Não,Não,Não,Não
123625,3.0,Sim,Sim,Sim,Sim,Sim,Não,Não,Não,Não,Não,Não
123664,3.0,Não,Sim,Não,Sim,Sim,Não,Sim,Sim,Sim,Não,Não
123666,4.0,Não,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim
123668,2.0,Não,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Não,Não,Não
123669,1.0,Não,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Não
123677,3.0,Não,Sim,Sim,Sim,Sim,Sim,Sim,Não,Não,Não,Não
123706,3.0,Não,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Não
123774,2.0,Não,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Não
123778,3.0,Não,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Não
123780,3.0,Não,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Não
123784,3.0,Não,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Não
123823,3.0,Não,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Não
123875,3.0,Sim,Sim,Sim,Sim,Sim,Sim,Não,Não,Não,Não,Não
123894,99.0,Não,Sim,Sim,Não,Não,Sim,Sim,Sim,Sim,Sim,Não
123950,1.0,Não,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim
124045,2.0,Não,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim
124171,1.0,Não,Sim,Sim,Sim,Não,Não,Sim,Não,Não,Não,Não
124177,2.0,Sim,Sim,Sim,Sim,Não,Sim,Não,Não,Não,Não,Não
124284,2.0,Sim,Sim,Sim,Sim,Sim,Não,Não,Não,Não,Não,Não
124288,2.0,Sim,Sim,Sim,Sim,Sim,Não,Não,Sim,Não,Não,Não
124290,2.0,Não,Sim,Sim,Sim,Sim,Não,Sim,Sim,Não,Não,Não
124291,3.0,Não,Não,Sim,Sim,Sim,Não,Não,Não,Não,Não,Não
124315,3.0,Não,Não,Sim,Sim,Sim,Não,Não,Não,Não,Não,Não
124316,2.0,Não,Sim,Sim,Sim,Sim,Não,Não,Não,Não,Não,Não
124322,3.0,Não,Sim,Sim,Sim,Sim,Sim,Sim,Não,Não,Não,Não
124347,0.0,Não,Não,Não,Sim,Sim,Não,Sim,Não,Não,Não,Não
124348,1.0,Não,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim
124353,4.0,Não,Sim,Não,Sim,Sim,Sim,Não,Não,Não,Não,Não
124388,3.0,Sim,Sim,Não,Sim,Sim,Não,Não,Não,Não,Não,Não
124390,3.0,Não,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Não
124397,4.0,Não,Não,Sim,Não,Não,Não,Não,Não,Não,Não,Não
124414,4.0,Não,Sim,Sim,Não,Sim,Não,Não,Não,Não,Não,Não
124457,4.0,Não,Sim,Sim,Não,Não,Não,Não,Não,Não,Não,Não
124464,4.0,Não,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Não
124483,3.0,Não,Sim,Sim,Sim,Sim,Sim,Não,Não,Não,Não,Não
124510,4.0,Sim,Não,Não,Sim,Não,Não,Não,Não,Não,Não,Não
124519,3.0,Não,Sim,Não,Sim,Não,Não,Não,Não,Não,Não,Não
124527,4.0,Sim,Sim,Não,Sim,Não,Sim,Não,Não,Não,Não,Não
124531,3.0,Não,Sim,Não,Sim,Não,Sim,Não,Não,Não,Não,Não
124549,2.0,Sim,Sim,Não,Não,Não,Sim,Não,Não,Não,Não,Não
124560,2.0,Não,Sim,Sim,Sim,Sim,Sim,Não,Não,Não,Não,Não
124597,3.0,Sim,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Não
124604,3.0,Não,Sim,Sim,Não,Sim,Não,Não,Não,Não,Não,Não
124667,3.0,Não,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Não
124671,4.0,Não,Sim,Não,Sim,Não,Não,Não,Não,Não,Não,Não
124684,4.0,Não,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Não
124772,4.0,Sim,Não,Não,Sim,Não,Sim,Não,Não,Não,Não,Não
124775,1.0,Sim,Sim,Sim,Sim,Sim,Sim,Não,Não,Não,Não,Não
124778,1.0,Sim,Não,Não,Sim,Não,Sim,Não,Não,Não,Não,Não
124820,3.0,Não,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Não
124822,2.0,Não,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Não
124831,3.0,Sim,Não,Não,Sim,Não,Não,Não,Não,Não,Não,Não
124833,2.0,Não,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Não
124848,99.0,Não,Sim,Sim,Sim,Sim,Não,Não,Não,Não,Não,Não
124851,4.0,Não,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Não
124856,2.0,Não,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Não
124868,2.0,Sim,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Não
124881,2.0,Não,Sim,Sim,Sim,Sim,Sim,Não,Sim,Sim,Não,Não
124888,0.0,Sim,Não,Não,Não,Sim,Não,Não,Não,Não,Não,Não
124896,3.0,Não,Sim,Não,Sim,Sim,Não,Não,Não,Não,Não,Não
124907,3.0,Não,Sim,Não,Sim,Sim,Não,Não,Não,Não,Não,Não
124911,3.0,Não,Sim,Não,Sim,Sim,Não,Não,Não,Não,Não,Não
124916,2.0,Sim,Não,Não,Sim,Sim,Não,Não,Não,Não,Não,Não
124930,2.0,Não,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Não,Sim
124944,3.0,Não,Sim,Não,Não,Sim,Não,Não,Não,Não,Não,Não
124971,5.0,Sim,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Não
124980,3.0,Não,Sim,Não,Sim,Sim,Sim,Não,Não,Não,Não,Não
125097,4.0,Não,Sim,Não,Sim,Não,Não,Não,Não,Não,Não,Não
125101,2.0,Não,Sim,Sim,Sim,Sim,Não,Não,Não,Não,Não,Não
125113,3.0,Não,Não,Não,Sim,Sim,Não,Não,Não,Não,Não,Não
125115,1.0,Não,Sim,Não,Sim,Não,Não,Não,Não,Não,Não,Não
125116,3.0,Sim,Sim,Sim,Sim,Não,Sim,Não,Não,Não,Não,Não
125121,3.0,Não,Sim,Não,Sim,Sim,Não,Não,Não,Não,Não,Não
125124,0.0,Não,Sim,Sim,Sim,Sim,Sim,Não,Sim,Não,Não,Não
125146,5.0,Não,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Não
125205,3.0,Não,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Não
125254,4.0,Sim,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Não
125256,3.0,Não,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Não,Não,Não
125289,3.0,Sim,Sim,Sim,Sim,Sim,Sim,Não,Não,Não,Não,Não
125295,0.0,Não,Sim,Sim,Sim,Sim,Sim,Sim,Não,Não,Não,Não
125304,3.0,Não,Sim,Sim,Não,Não,Não,Não,Não,Não,Não,Não
125305,2.0,Não,Não,Sim,Sim,Sim,Sim,Não,Não,Não,Não,Não
125338,1.0,Não,Sim,Sim,Sim,Sim,Sim,Sim,Não,Não,Não,Não
125348,2.0,Não,Sim,Sim,Sim,Sim,Sim,Não,Não,Não,Não,Não
125351,1.0,Não,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim
125353,4.0,Sim,Sim,Sim,Não,Não,Não,Não,Não,Não,Não,Não
125358,3.0,Não,Sim,Não,Não,Sim,Não,Não,Não,Não,Não,Não
125434,0.0,Não,Sim,Sim,Sim,Não,Não,Não,Não,Não,Não,Não
125440,3.0,Não,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Não,Não
125443,3.0,Não,Sim,Sim,Sim,Sim,Não,Não,Não,Não,Não,Não
125454,4.0,Não,Sim,Sim,Sim,Não,Não,Não,Não,Não,Não,Não
125497,2.0,Não,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Não,Não
125504,2.0,Sim,Sim,Não,Sim,Não,Não,Sim,Sim,Não,Não,Não
125505,2.0,Não,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Não,Não,Não
125532,2.0,Não,Sim,Sim,Sim,Sim,Sim,Não,Não,Não,Não,Não
125538,3.0,Não,Sim,Não,Sim,Sim,Não,Não,Não,Não,Não,Não
125584,1.0,Não,Sim,Sim,Sim,Sim,Sim,Não,Não,Não,Não,Não
125615,3.0,Sim,Sim,Não,Sim,Sim,Não,Não,Não,Não,Não,Não
125617,2.0,Sim,Não,Não,Sim,Não,Não,Não,Não,Não,Não,Não
125623,1.0,Sim,Sim,Não,Sim,Não,Sim,Não,Não,Não,Não,Não
125629,1.0,Não,Sim,Não,Sim,Sim,Não,Não,Não,Não,Não,Não
125630,3.0,Não,Sim,Não,Sim,Sim,Sim,Não,Não,Não,Não,Não
125637,99.0,Não,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Não,Não,Não
125638,2.0,Sim,Não,Não,Sim,Sim,Não,Não,Não,Não,Não,Não
125640,3.0,Não,Não,Não,Não,Sim,Sim,Não,Sim,Não,Não,Não
125644,3.0,Sim,Não,Não,Não,Sim,Não,Não,Não,Não,Não,Não
125650,3.0,Não,Sim,Sim,Sim,Sim,Sim,Não,Não,Não,Não,Não
125659,3.0,Sim,Não,Não,Sim,Não,Não,Não,Não,Não,Não,Não
125661,2.0,Não,Sim,Sim,Sim,Sim,Sim,Sim,Não,Não,Não,Não
125663,2.0,Sim,Não,Não,Sim,Não,Sim,Não,Não,Não,Não,Não
125677,1.0,Não,Sim,Não,Sim,Não,Sim,Não,Sim,Não,Não,Não
125688,1.0,Não,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Não
125691,3.0,Não,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Não
125693,2.0,Não,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Não
125705,2.0,Não,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Não
125718,2.0,Sim,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Não
125743,2.0,Não,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Não
125746,1.0,Não,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Não,Não,Não
125748,2.0,Não,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Não
125758,2.0,Não,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Não,Não,Não
125767,3.0,Não,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim
125769,3.0,Sim,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Não
125788,2.0,Não,Sim,Não,Não,Sim,Não,Não,Não,Não,Não,Não
125789,4.0,Não,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Não
125806,3.0,Não,Sim,Sim,Sim,Sim,Não,Não,Não,Não,Não,Não
125808,4.0,Não,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Não
125819,2.0,Não,Sim,Não,Sim,Sim,Não,Não,Não,Não,Não,Não
125893,4.0,Não,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Não
125901,4.0,Não,Não,Não,Sim,Sim,Sim,Não,Não,Não,Não,Não
125906,3.0,Não,Não,Não,Sim,Não,Sim,Não,Não,Não,Não,Não
125936,3.0,Não,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Não
125939,3.0,Não,Sim,Não,Sim,Não,Não,Não,Não,Não,Não,Não
125956,3.0,,Sim,Não,Sim,Sim,Sim,Sim,Sim,Não,Não,Não
125962,2.0,Não,Sim,Não,Sim,Sim,Sim,Não,Não,Não,Não,Não
125965,4.0,Não,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Não
125968,3.0,Não,Sim,Não,Sim,Sim,Sim,Não,Não,Não,Não,Não
125970,3.0,Sim,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Não
125971,0.0,Não,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Não
125972,2.0,Não,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Não
125974,1.0,Não,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim
126003,2.0,Não,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Não,Não,Não
126074,2.0,Não,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Não
126133,2.0,Não,Sim,Sim,Sim,Não,Não,Não,Não,Não,Não,Não
126158,1.0,Não,Sim,Não,Sim,Não,Não,Não,Não,Não,Não,Não
126202,3.0,Sim,Não,Sim,Não,Não,Não,Não,Não,Não,Não,Não
126209,4.0,Não,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Não
126239,4.0,Sim,Não,Sim,Não,Não,Não,Não,Não,Não,Não,Não
126453,4.0,Não,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Não
126621,4.0,Não,Não,Não,Sim,Sim,Não,Não,Não,Não,Não,Não
126627,0.0,Não,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Não
126630,3.0,Não,Sim,Sim,Sim,Sim,Não,Não,Não,Não,Não,Não
126634,2.0,Não,Sim,Sim,Sim,Sim,Sim,Não,Não,Não,Não,Não
126716,4.0,Não,Sim,Sim,Não,Sim,Não,Não,Não,Não,Não,Não
126721,3.0,Não,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Não
126727,6.0,Não,Não,Sim,Não,Não,Não,Não,Não,Não,Não,Não
126752,4.0,Não,Não,Sim,Sim,Sim,Não,Não,Não,Não,Não,Não
126764,2.0,Não,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Não,Não,Não
126775,4.0,Não,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Não
126786,2.0,Não,Sim,Sim,Sim,Sim,Sim,Não,Não,Não,Não,Não
126788,3.0,Não,Sim,Sim,Sim,Sim,Sim,Não,Não,Não,Não,Não
126789,3.0,Não,Não,Não,Sim,Não,Não,Não,Não,Não,Não,Não
126790,4.0,Não,Não,Sim,Não,Sim,Não,Não,Não,Não,Não,Não
126791,3.0,Não,Sim,Sim,Não,Não,Não,Não,Não,Não,Não,Não
126793,3.0,Não,Sim,Não,Sim,Não,Não,Não,Não,Não,Não,Não
126796,2.0,Não,Sim,Sim,Sim,Não,Não,Não,Sim,Não,Não,Não
126798,2.0,Não,Sim,Sim,Não,Sim,Não,Não,Não,Não,Não,Não
126816,3.0,Não,Sim,Não,Não,Sim,Não,Não,Não,Não,Não,Não
126827,2.0,Sim,Sim,Sim,Não,Não,Não,Não,Não,Não,Não,Não
126837,2.0,Não,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim
126847,2.0,Não,Sim,Sim,Sim,Sim,Sim,Não,Não,Não,Não,Não
126853,2.0,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Não,Não,Não
126859,1.0,Não,Sim,Sim,Sim,Sim,Sim,Não,Não,Não,Não,Não
126884,2.0,Não,Não,Não,Sim,Não,Sim,Não,Não,Não,Não,Não
126889,99.0,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Não,Não,Não,Não
126890,2.0,Não,Não,Sim,Sim,Não,Não,Não,Não,Não,Não,Não
126893,3.0,Não,Sim,Não,Não,Sim,Não,Não,Não,Não,Não,Não
126894,3.0,Não,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Não
126910,4.0,Sim,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Não
126934,3.0,Não,Sim,Sim,Sim,Sim,Sim,Não,Não,Não,Não,Não
126936,1.0,Não,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Não,Não,Não
126939,3.0,Não,Sim,Sim,Sim,Sim,Não,Não,Não,Não,Não,Não
126940,2.0,Não,Sim,Sim,Sim,Sim,Não,Não,Não,Não,Não,Não
126947,0.0,Sim,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Não
126986,3.0,Não,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Não
126989,3.0,Não,Sim,Sim,Sim,Não,Não,Não,Não,Não,Não,Não
127016,4.0,Não,Sim,Sim,Sim,Não,Não,Não,Não,Não,Não,Não
127027,1.0,Não,Sim,Sim,Sim,Sim,Sim,Não,Não,Não,Não,Não
127133,2.0,Não,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Não
127137,5.0,Não,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Não
127162,2.0,Não,Sim,Não,Não,Sim,Não,Não,Não,Não,Não,Não
127167,3.0,Não,Sim,Sim,Sim,Sim,Sim,Sim,Não,Não,Sim,Não
127184,4.0,Sim,Sim,Sim,Sim,Não,Não,Não,Não,Não,Não,Não
127192,3.0,Não,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Não
127193,1.0,Não,Sim,Não,Sim,Não,Não,Não,Não,Não,Não,Não
127201,4.0,Não,Sim,Sim,Sim,Sim,Sim,Não,Sim,Não,Não,Não
127234,3.0,Sim,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Não
127262,3.0,Não,Não,Não,Não,Sim,Não,Não,Não,Não,Não,Não
127283,2.0,Não,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Não
127286,4.0,Sim,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Não
127296,99.0,Sim,Sim,Sim,Sim,Sim,Não,Não,Não,Não,Não,Não
127308,4.0,Não,Sim,Sim,Não,Não,Não,Não,Não,Não,Não,Não
127346,3.0,Não,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Não
127352,3.0,Não,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Não
127359,0.0,Não,Sim,Sim,Sim,Não,Não,Sim,Sim,Sim,Não,Sim
127382,3.0,Não,Sim,Sim,Não,Não,Não,Não,Não,Não,Não,Não
127409,2.0,Não,Sim,Sim,Sim,Não,Não,Não,Não,Não,Não,Não
127416,3.0,Não,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Não
127436,2.0,Não,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Não
127440,3.0,Não,Sim,Sim,Sim,Sim,Não,Não,Não,Não,Não,Não
127461,3.0,Não,Sim,Sim,Sim,Sim,Não,Não,Não,Não,Não,Não
127462,3.0,Sim,Sim,Sim,Sim,Sim,Não,Não,Não,Não,Não,Não
127463,2.0,Não,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Não
127478,4.0,Sim,Sim,Sim,Sim,Sim,Não,Não,Não,Não,Não,Não
127489,2.0,Não,Não,Não,Sim,Sim,Não,Não,Não,Não,Não,Não
127494,3.0,Não,Sim,Sim,Não,Sim,Não,Não,Não,Não,Não,Não
127497,3.0,Não,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Não
127505,3.0,Não,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Não
127516,2.0,Não,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Não
127518,2.0,Não,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Não
127522,3.0,Não,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Não
127523,4.0,Sim,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Não
